date,location,news,killed,arrested,Injured,type,year,date2
November-17,FATA,TTP militants killed another anti-Taliban tribal elder who was found dead in central tehsil of Kurram Agency.,1,0,0,Tribal Area Attack,2010,11_1_2010
June-17,FATA,"A tribal elder, Malik Atta Khan, was killed and his nephew, Fauji Khan, critically injured in a bomb explosion in Nawagai tehsil near the Chaharmang area of Bajaur Agency in FATA.",1,0,1,Tribal Area Attack,2012,6_19_2012
July-17,Punjab,"Unidentified assailants shot dead two cadres of ASWJ, the frontal organisation of SSP, identified as Raja Saifullah and Mohammad Aslam, on Chakri Road in Rawalpindi city (in Rawalpindi District) of Punjab.",2,0,0,secretarian shia attack,2013,7_1_2013
March-17,Balochistan,"An oil tanker carrying fuel for NATO forces in Afghanistan was blown up in Chaman, injuring a passer-by.",0,0,1,Nato Attack,2010,3_1_2010
June-17,Balochistan,"A NATO oil tanker was partially damaged in a bomb explosion near Chaman. According to Police sources, the bomb, planted on the tanker carrying oil for the NATO forces in Afghanistan exploded, partially damaging the rear portion of the vehicle. No casualties were reported.",0,0,0,Nato Attack,2010,6_1_2010
July-17,Balochistan,"Two persons were injured in a grenade attack on a NATO oil tanker near Chaman town of Balochistan. Sources said that unidentified militants hurled a grenade at the NATO oil tanker, which was returning from Afghanistan after supplying fuel to allied forces based there.",0,0,2,Nato Attack,2010,7_1_2010
December-17,Balochistan,One person suffered injuries when an oil tanker carrying fuel for NATO forces in Afghanistan was blown up with a remote control bomb in Chaman town on Pakistan-Afghanistan border.,0,0,1,Nato Attack,2010,12_1_2010
September-17,Balochistan,Two persons were injured as NATO container was attacked by militants in Bypass area of Chaman in Qilla Abdullah District of Balochistan.,0,0,2,Nato Attack,2014,9_1_2014
June-17,Balochistan,"Armed militants opened fire on a NATO container and killed its driver at Chaman, the capital of Qilla Abdullah District in Balochistan.",1,0,0,Nato Attack,2013,6_1_2013
June-17,Balochistan,"Armed militants opened fire on a NATO container and killed its driver at Chaman, the capital of Qilla Abdullah District in Balochistan.",1,0,0,Nato Attack,2013,6_1_2013
November-17,Balochistan,Unidentified armed militants attacked a NATO container on its way to Afghanistan from Karachi and injured the driver at Bypass area of Chaman town in Qilla Abdullah District.,0,0,1,Nato Attack,2011,11_1_2011
August-17,FATA,"A pro-government tribal elder, identified as Malik Gul Rahim, was killed in an IED blast in Chamarkand tehsil of Bajaur Agency in FATA.",1,0,0,Tribal Area Attack,2015,8_1_2015
September-17,FATA,"A pro-government tribal elder, identified as Mullah Amanullah, was shot dead by unidentified armed assailants in a targeted attack in Chaharmang area of Nawagai in Bajaur Agency of FATA.",1,0,0,Tribal Area Attack,2015,9_1_2015
August-17,Balochistan,Unidentified assailants set ablaze a NATO oil tanker in the Chamroke area in Khuzdar District.,0,0,0,Nato Attack,2010,8_1_2010
June-17,Khyber Agency,An explosive device planted in the driving seat of a NATO oil tanker went off in Changai area in Landikotal town of Khyber Agency in FATA.,0,0,0,Nato Attack,2011,6_1_2011
November-17,Khyber Agency,Militants attacked two oil tankers supplying fuel to NATO forces in Afghanistan near Charwazgai area of Landikotal.,0,0,0,Nato Attack,2011,11_1_2011
November-17,Khyber Agency,A NATO oil tanker was blown up near Charwazgai in Landikotal town of Khyber Agency in FATA.,0,0,0,Nato Attack,2010,11_1_2010
May-17,Punjab,"Unidentified militants shot dead a US-based Ahmadi doctor, identified as Mehdi Ali (50), outside the Ahmadi graveyard in Chenab Nagar (also known as Rabwah) city of Chiniot District.",1,0,0,Doctors,2014,5_1_2014
May-17,Punjab,"Unidentified militants shot dead a US-based Ahmadi doctor, identified as Mehdi Ali (50), outside the Ahmadi graveyard in Chenab Nagar (also known as Rabwah) city of Chiniot District of Punjab.",1,0,0,secretarian shia attack,2013,5_1_2013
March-17,FATA,The throat-slit bodies of three anti-Taliban tribal elders were recovered in the Chinarak area of Kurram Agency.,3,0,0,Tribal Area Attack,2010,3_1_2010
January-17,Punjab,Eight persons were killed and 25 others wounded in a bomb blast on Imambargah Aun Muhammad Rizvi at Chittian Hattian locality of Rawalpindi city of Punjab.,8,0,25,Mosque,2015,1_1_2015
January-17,Punjab,Eight persons were killed and 25 others wounded in a bomb blast on Imambargah Aun Muhammad Rizvi at Chittian Hattian locality of Rawalpindi city of Punjab.,8,0,25,secretarian shia attack,2015,1_1_2015
January-17,Balochistan,"Two people, including the driver and cleaner of a NATO container carrying equipment for troops in Afghanistan, were injured when unidentified militants opened fire at the NATO container in the Choto area of Mastung District.",0,0,2,Nato Attack,2014,1_1_2014
May-17,Sindh,"A Police constable was killed and 13 others, including ASI Adam Ali Khushak sustained injuries in a sectarian clash between two groups within the limits of City Police Station in Hyderabad District.",1,0,13,secretarian shia attack,2013,5_1_2013
May-17,KP,"At least 12 people, including three Policemen, were injured in suicide bombing near the City Police Station in Mardan District of KP.",1,0,12,bomb attack,2016,5_1_2016
March-17,KP,"A teenage suicide bomber killed at least 17 people, including six women, two children and two Policemen, and injured 23 others at a court complex in Shabqadar tehsil of Charsadda District in KP.",18,0,23,bomb attack,2016,3_1_2016
March-17,Islamabad,"At least 11 people, including Additional District and Sessions Judge Rafaqat Awan, a woman lawyer, and a Policeman, were killed and 25 others were injured when militants attacked the courthouse complex in Islamabad.",11,0,25,Lawyers,2014,3_1_2014
June-17,NWA,A US drone fired eight missiles in Dandy Darpakhel area of NWA in FATA that killed at least 10 militants while four others were wounded.,10,0,4,Drone Attack,2014,6_1_2014
June-17,NWA,Six militants were killed in a US drone strike in the early hours in Dargah Mandi village of Miranshah tehsil in NWA of FATA.,6,0,0,Drone Attack,2014,6_1_2014
June-17,NWA,Six suspected militants were killed in the US drone attack in the area considered a stronghold for the al Qaeda-linked Haqqani network in Dargah Mandi village in NWA of FATA.,6,0,0,Drone Attack,2014,6_1_2014
June-17,Punjab,Unidentified gunmen killed a 65-year-old Ahmadi man in Darul Islam of Attock District in Punjab.,1,0,0,secretarian shia attack,2016,6_1_2016
September-17,Mastung,Two containers from Karachi (Sindh) heading towards Chaman town in Qilla Abdullah District carrying military hardware and goods for ISAF and NATO forces stationed in Afghanistan were attacked by unidentified militants in Dasht area of Mastung District. No casualty was reported.,0,0,0,Nato Attack,2012,9_1_2012
October-17,Mastung,Two people were killed when militants torched an oil tanker carrying fuel for NATO troops in Afghanistan in the Dasht area of Mastung District of Balochistan.,2,0,0,Nato Attack,2011,10_1_2011
August-17,Mastung,"Unidentified armed militants opened fire at a NATO container en route to Chaman town in Qilla Abdullah District from Karachi (Sindh), injuring the driver of the container, identified as Abdul Rehman and his helper, Muhammad Naeem and setting it on fire in the Dasht area of Mastung District.",0,0,1,Nato Attack,2012,8_1_2012
October-17,Balochistan,Unidentified assailants set ablaze two NATO containers in Dasht Bado area of Kalat District in Balochistan.,0,0,0,Nato Attack,2010,10_1_2010
June-17,Balochistan,Two persons were injured in an attack on NATO containers in the Dasht area of Kharan District of Balochistan.,0,0,2,Nato Attack,2013,6_1_2013
June-17,Balochistan,Two persons were injured in an attack on NATO containers in the Dasht area of Kharan District of Balochistan.,0,0,2,Nato Attack,2013,6_1_2013
November-17,Balochistan,At least three people were killed and 12 others were injured when an IED exploded near a railway track in Dasht area of Mastung District in Balochistan.,3,0,12,railway,2015,11_1_2015
June-17,Balochistan,"Unidentified assailants opened fire on a NATO container in Dasht area of Mastung District. However, no loss of life was reported.",0,0,0,Nato Attack,2013,6_1_2013
November-17,Balochistan,Two NATO containers carrying relief goods for Allied forces stationed in Afghanistan were torched in Dasht area of Mastung District in Balochistan.,0,0,0,Nato Attack,2013,11_1_2013
June-17,Balochistan,"Unidentified assailants opened fire on a NATO container in Dasht area of Mastung District. However, no loss of life was reported.",0,0,0,Nato Attack,2013,6_1_2013
November-17,Balochistan,Two NATO containers carrying relief goods for Allied forces stationed in Afghanistan were torched in Dasht area of Mastung District in Balochistan.,0,0,0,Nato Attack,2013,11_1_2013
September-17,Balochistan,At least two NATO containers were attacked and set on fire by unidentified miscreants in Dasht Area of Mastung District. No casualty was reported.,0,0,0,Nato Attack,2012,9_1_2012
June-17,Balochistan,"Unidentified militants attacked a NATO container in Dasht area of Mastung District and critically injured the driver of the container, identified as Mustafa Shah.",0,0,1,Nato Attack,2011,6_1_2011
July-17,Balochistan,Unidentified assailants shot dead driver and set ablaze a container carrying military hardware for NATO forces in Dasht area of Mastung District in Balochistan.,1,0,0,Nato Attack,2011,7_1_2011
August-17,Balochistan,"A driver of a NATO oil tanker, identified as Sher Gul, was killed by unidentified militants in Dasht area of Mastung District while the tanker was on its way from Karachi in Sindh to Kandahar in Afghanistan.",1,0,0,Nato Attack,2011,8_1_2011
August-17,Balochistan,Unidentified militants opened fire on 19 NATO oil tankers near the Dasht area of Mastung District.,0,0,0,Nato Attack,2011,8_1_2011
November-17,Balochistan,Unidentified armed militants set ablaze a container carrying military hardware for NATO forces stationed in Afghanistan near Dasht area of Mastung District.,0,0,0,Nato Attack,2011,11_1_2011
December-17,Balochistan,Unidentified militants set ablaze a trailer carrying supplies for NATO forces in Afghanistan in Dashti-i-Bado area of Kalat District in Balochistan.,0,0,0,Nato Attack,2010,12_1_2010
June-17,NWA,"At least 19 militants, including five 'commanders', were killed in an encounter when SFs chased them after they attacked a checkpoint of the forces and killed seven soldiers in Dattakhel area of NWA in FATA. An unnamed tribal source said that one of the militants wearing an explosives-filled jacket blew himself up and caused destruction at the military checkpoint.",8,0,0,bomb attack,2015,6_1_2015
August-17,NWA,At least six suspected militants were killed and two others were injured when a drone fired two missiles in a house in a village in Dattakhel area of NWA in FATA.,6,0,2,Drone Attack,2014,8_1_2014
October-17,NWA,At least four suspected militants were killed and three others were injured in a US drone strike in Dattakhel area of North Waziristan Agency in FATA.,4,0,3,Drone Attack,2014,10_1_2014
January-17,Balochistan,"Unidentified militants launched an armed attack on NATO's fuel supply tankers and opened fire on them, setting ablaze at least 20 tankers near Dear Murad Jamali in Nasirabad District of Balochistan.",0,0,0,Nato Attack,2011,1_1_2011
June-17,Balochistan,Unidentified militants torched a tanker carrying fuel for NATO troops near Dera Allahyar in Jaffarabad District of Balochistan.,0,0,0,Nato Attack,2014,6_1_2014
November-17,KP,"A pro-government tribal elder and former member of a Peace Committee, identified as Muhammad Farooq Gandapur, was shot dead by unidentified armed assailants in the Rori area of Kulachi tehsil in Dera Ismail Khan District of Khyber Pakhtunkhwa.",1,0,0,Tribal Area Attack,2012,11_20_2012
October-17,Punjab,Six persons were killed and over a dozen sustained injuries when unidentified militants opened fire at 28 NATO oil tankers and set them ablaze near the DHA Phase 2 on Grand Trunk Road in Islamabad.,6,0,12,Nato Attack,2010,10_1_2010
March-17,Balochistan,"Two NATO tankers were attacked by unidentified militants in Kalat town and Dhadar area in Balochistan, leaving three persons injured.",0,0,3,Nato Attack,2010,3_1_2010
March-17,Balochistan,One person got injured when unidentified assailants opened fire on a NATO tanker in the Dhadar area of Bolan District.,0,0,1,Nato Attack,2010,3_1_2010
May-17,Punjab,Four Policemen were killed and 11 containers transporting supplies to NATO forces in Afghanistan were completely destroyed when unidentified militants fired rockets on NATO containers and the Police checkpost on Rawalpindi-Talagang Road near Dhalya Chowk in Pindi Gheb town of Attock District in Punjab.,4,0,0,Nato Attack,2011,5_1_2011
September-17,Punjab,"The deputy caretaker of Taleem-ul-Quran seminary, identified as Mufti Amanullah (34), was shot dead while his student identified as Mehmood (18), sustained injuries in a targeted attack near the high security Qasim aviation base on Dhamyal Road in Rawalpindi District.",1,0,1,secretarian shia attack,2013,9_1_2013
May-17,KP,"Two Shia school teachers, identified as Mukhtiar Hussain and Akhtar Hussain, were shot dead by unidentified militants in a targeted killing incident in Miryali area of DI Khan District.",2,0,0,secretarian shia attack,2016,5_1_2016
May-17,KP,"Two Shia lawyers, identified as Atif Zaidi and Ali Muntazir, were shot dead in a targeted attack on Gird Road in DI Khan District. Police said all the four were victims of target killings and belonged to Shia community.",2,0,0,secretarian shia attack,2016,5_1_2016
February-17,Sindh,At least 25 people were wounded after a remote controlled explosion on railway track derailed Khushhal Khan Khattak Express near the Dilmurad Railway Station in Jacobabad District.,0,0,25,railway,2015,2_1_2015
February-17,Sindh,The Nawab Bugti Express narrowly escaped a bomb blast targeting a railway track in Jaffarabad District of Balochistan.,0,0,0,railway,2015,2_1_2015
September-17,KP,"At least 13 persons, including four lawyers and three Policemen, were killed and 41 others were injured when a suicide bomber blew himself up near the entrance of District and Sessions Court in Mardan District of KP.",14,0,41,bomb attack,2016,9_1_2016
November-17,NWA,Six militants were killed in a US drone strike in Doa Toi area of Dattakhel tehsil in NWA of FATA.,6,0,0,Drone Attack,2014,11_1_2014
July-17,NWA,Six unidentified militants were killed in a US drone missile strike in Doga Madakhel village of Dattakhel tehsil in North Waziristan Agency of FATA.,6,0,0,Drone Attack,2014,7_1_2014
July-17,Sindh,"Unidentified armed militants opened fire on NATO tanker carrying oil for NATO forces from Karachi (Sindh) to Kandahar in Afghanistan near Dost Wah on the Shikarpur-Jacobabad Road in the Sultankot Police precincts in Shikarpur District, injuring the driver and the cleaner.",0,0,2,Nato Attack,2011,7_1_2011
July-17,KP,Three militants were killed in a clash with SFs after a suicide bomber rammed an explosive-laden vehicle into a checkpoint at the newly-constructed Degree College in Draban area of Dera Ismail Khan District of Khyber Pakhtunkhwa in the night. A constable of the Quick Response Force Amin Nawaz was killed in the exchange of fire.,5,0,0,bomb attack,2015,7_1_2015
September-17,Punjab,"Unidentified assailants shot dead the driver of a NATO oil tanker, Noor Kamal, near Asadullah village at Fateh Jang of Attock District in the Punjab.",1,0,0,Nato Attack,2010,9_1_2010
July-17,Khyber Agency,Headless bodies of two kidnapped tribal elders were found in the Frontier Region of Kohat.,2,0,0,Tribal Area Attack,2010,7_1_2010
September-17,Islamabad,"The Police foiled a terrorist bid to blow up tankers carrying fuel supplies for NATO by defusing 10 kilogrammes explosive attached to one of them near a petrol pump located on G.T. Road, a kilometres away from Rawat area of Islamabad.",0,0,0,Nato Attack,2010,9_1_2010
December-17,Balochistan,"Unidentified assailants destroyed one tanker, carrying oil for the NATO forces in Afghanistan, in Ganchadori area of Mastung District in Balochistan.",0,0,0,Nato Attack,2010,12_1_2010
March-17,Balochistan,The driver of a NATO tanker was killed and the cleaner sustained bullet injuries when four NATO oil tankers were set on fire by unidentified militants on the National Highway in Ganji Dohri area of Mastung District.,1,0,1,Nato Attack,2011,3_1_2011
January-17,Balochistan,"In Mastung District, three oil tankers carrying fuel for NATO forces were attacked with grenades and burnt by armed militants in Ganji Dori area of Mastung District.",0,0,0,Nato Attack,2011,1_1_2011
February-17,KP,"Unidentified gunman shot dead a Shia leader and administrator of an Imambargah, Sher Muhammad Tori, at Gari Nawaz Khan in Kohat.",1,0,0,secretarian shia attack,2013,2_1_2013
October-17,FATA,"Six persons, including a pro-government tribal chief, were injured in Ghakhi area of Salarzai tehsil in Bajaur Agency of FATA when a vehicle was attacked by militants via a remote-controlled bomb.",0,0,6,Tribal Area Attack,2014,10_1_2014
March-17,FATA,The dead body of one of the six abducted tribal elders was recovered in Ghaljo area of Upper Orakzai Agency. The dead body was identified as of one Janat Khan.,1,0,0,Tribal Area Attack,2010,3_1_2010
February-17,Balochistan,"Three militants were killed when a suicide bomber detonated the explosives he was wearing, killing himself and two accomplices, in Giddir area of Kalat District in Balochistan.",3,0,0,bomb attack,2016,2_1_2016
December-17,Baltistan,Two Policemen and one student were injured during sectarian clash at Government Degree College in Gilgit town of Gilgit Baltistan.,0,0,3,secretarian shia attack,2013,12_1_2013
November-17,Islamabad,"A Shia cleric and senior leader of MWM, Allama Muhammad Nawaz Irfani, shot dead in a drive-by shooting in the limits of Golrah Police Station in the Federal capital Islamabad.",1,0,0,secretarian shia attack,2013,11_1_2013
July-17,Khyber Agency,A tanker carrying oil for NATO forces in Afghanistan and seven trucks were burnt after a ‘mysterious’ blast at the Khajoor Stop on the Grand Trunk Road in Pabbi near Nowshera.,0,0,0,Nato Attack,2010,7_1_2010
November-17,Khyber Agency,"TTP militants opened fire at two NATO tankers near the town of Pabbi on the GT Road, injuring three persons.",0,0,3,Nato Attack,2010,11_1_2010
September-17,KP,"Unidentified persons blew up an oil tanker, supplying fuel to NATO forces in Afghanistan, on GT Road near Shaidu area of Nowshera District.",0,0,0,Nato Attack,2011,9_1_2011
November-17,Punjab,"A Police officer Mukhtar Ahmed revealed that a Shia man, identified as Syed Tufail Hyder, was killed by Police Officer Sarfraz Naveed in police custody on grounds of blasphemy in Gujrat city of the same District.",1,0,0,secretarian shia attack,2013,11_1_2013
January-17,KP,A tribal elder along with his driver and security man were shot dead by unidentified militants in Gulshan Abad area of Hangu District in Khyber Pakhtunkhwa.,1,0,0,Tribal Area Attack,2011,1_11_2011
November-17,FATA,"A tribal elder, identified as Malik Younus, was killed while three of his companions were injured in an IED blast in Gulu Shah area in Salarzai tehsil of Bajaur Agency in FATA.",1,0,3,Tribal Area Attack,2015,11_1_2015
August-17,Balochistan,"Unidentified assailants set ablaze an oil tanker carrying fuel for NATO forces stationed in Afghanistan, near Gunjadori area of Mastung in Balochistan. The tanker was completely destroyed.",0,0,0,Nato Attack,2010,8_1_2010
January-17,KP,"A teenage boy, identified as Aitazaz Hassan (14), was killed when a suicide bomber blew himself up outside a Government school Ibrahimzai area of Hangu District.",2,0,0,bomb attack,2014,1_1_2014
January-17,KP,"A teenage boy, identified as Aitazaz Hassan (14), was killed when a suicide bomber blew himself up outside a Government school Ibrahimzai area of Hangu District.",2,0,0,secretarian shia attack,2013,1_1_2013
July-17,KP,Two motorcycle-bourne unidentified assailants killed a man and his son in Hassan Town on Kakul Road in Abbottabad town of Khyber Pakhtunkhwa in suspected incidents of sectarian killing.,2,0,0,secretarian shia attack,2013,7_1_2013
May-17,Khyber Agency,A NATO container was charred and two were damaged by unidentified militants at Hawaldari checkpost in Sur Kamar area of Jamrud tehsil in Khyber Agency of FATA.,0,0,0,Nato Attack,2014,5_1_2014
October-17,FATA,A pro-Government tribal elder Malak Shah Farosh was killed by unidentified assailants in the Heyag Banda area when he was on way to Khar tehsil in Bajaur Agency.,1,0,0,Tribal Area Attack,2010,10_25_2010
July-17,Balochistan,"A tribal elder, Mir Bashir Ahmed Bizenjo, was shot dead in Hub town of Lasbela District in Balochistan.",1,0,0,Tribal Area Attack,2016,7_1_2016
January-17,FATA,A bomb targeting Shias at a volleyball match killed at least four persons and injured eight at the Hussaini ground in the Kalaya area of Orakzai Agency in FATA.,4,0,8,secretarian shia attack,2015,1_1_2015
May-17,Sindh,"In Hyderabad District, a low-intensity blast occurred on a rail track passing through Bengali Colony on its one side and Autobhan Road on the other. The blast led to the suspension of the rail traffic for a few hours. However, no casualties were reported.",0,0,0,railway,2015,5_1_2015
January-17,Islamabad,"Two ASWJ cadres, including Secretary General Mufti Muneer Muavia and his colleague Qari Asad Mehmood were killed in an attack in Islamabad.",2,0,0,secretarian shia attack,2013,1_1_2013
December-17,Balochistan,Two suicide bombers were killed during a search operation in Gawal Ismailzai area of Zhob District in Balochistan.,2,0,0,bomb attack,2014,12_1_2014
August-17,Khyber Agency,"A NATO container driver was killed in firing incident by unidentified militants in Tedi Bazaar area of Jamrud tehsil in Khyber Agency of FATA. Abdullah Azzam Brigade claimed the responsibility for the attack. Abu Zarar, the spokesperson of the militant outfit, threatened to target security personnel in the future if they continued to provide security to the NATO supplies.",1,0,0,Nato Attack,2012,8_1_2012
August-17,Khyber Agency,NATO container was partially damaged in a blast along Jamrud bypass road in Jamrud tehsil of Khyber Agency. The driver and his assistant remained unhurt.,0,0,0,Nato Attack,2012,8_1_2012
October-17,Khyber Agency,"In Khyber Agency of FATA, unidentified militants targeted two NATO containers with remote controlled bombs, planted at roadside in Jamrud tehsil.",0,0,0,Nato Attack,2011,10_1_2011
September-17,Khyber Agency,"At least six persons, including one Khasadar personnel, were killed and 56 others were injured when a suicide bomber blew himself up at the entrance of Political Agent office in the Jamrud tehsil of Khyber Agency in FATA.",7,0,56,bomb attack,2015,9_1_2015
March-17,Khyber Agency,Two persons were killed when unidentified gunmen attacked four vehicles carrying NATO supplies for Afghanistan in the Jamrud area of Khyber Agency in FATA.,2,0,0,Nato Attack,2014,3_1_2014
April-17,Khyber Agency,Unidentified militants killed the driver of a NATO container near Jamrud Bypass in Jamrud town of Khyber Agency in FATA while it was carrying supplies for NATO troops stationed in Afghanistan.,1,0,0,Nato Attack,2014,4_1_2014
April-17,Khyber Agency,At least two people were injured when unidentified militants attacked a NATO supply convoy on the Pakistan-Afghanistan Highway in Jamrud tehsil of Khyber Agency in FATA.,0,0,2,Nato Attack,2014,4_1_2014
April-17,Khyber Agency,A driver was killed when unidentified assailants opened fire on a NATO container in Jamrud tehsil of Khyber Agency in FATA.,1,0,0,Nato Attack,2013,4_1_2013
May-17,Khyber Agency,"Unidentified assailants opened fire on NATO supply truck passing through Peshawar near the Afghan border, in the Jamrud area of Khyber Agency in FATA. ""Two gunmen on a motorcycle fired at a NATO truck and killed its driver,"" local official Asmatullah Wazir said.",1,0,0,Nato Attack,2013,5_1_2013
November-17,Khyber Agency,The driver of a NATO supply vehicle got injured when unidentified militants opened fire on it at bypass road of Jamrud tehsil in Khyber Agency of FATA.,0,0,1,Nato Attack,2013,11_1_2013
November-17,Khyber Agency,"Unidentified militants opened fire on two trucks carrying NATO vehicles in Jamrud area of Khyber Agency near the Afghan border in FATA, wounding two drivers.",0,0,2,Nato Attack,2013,11_1_2013
April-17,Khyber Agency,A driver was killed when unidentified assailants opened fire on a NATO container in Jamrud tehsil of Khyber Agency in FATA.,1,0,0,Nato Attack,2013,4_1_2013
May-17,Khyber Agency,"Unidentified assailants opened fire on NATO supply truck passing through Peshawar near the Afghan border, in the Jamrud area of Khyber Agency in FATA. ""Two gunmen on a motorcycle fired at a NATO truck and killed its driver,"" local official Asmatullah Wazir said.",1,0,0,Nato Attack,2013,5_1_2013
November-17,Khyber Agency,The driver of a NATO supply vehicle got injured when unidentified militants opened fire on it at bypass road of Jamrud tehsil in Khyber Agency of FATA.,0,0,1,Nato Attack,2013,11_1_2013
November-17,Khyber Agency,"Unidentified militants opened fire on two trucks carrying NATO vehicles in Jamrud area of Khyber Agency near the Afghan border in FATA, wounding two drivers.",0,0,2,Nato Attack,2013,11_1_2013
September-17,Khyber Agency,"A driver sustained severe injuries when an unidentified motorcyclist opened indiscriminate firing on a NATO container, carrying supplies for NATO troops in Afghanistan, near Jamrud in Khyber Agency of FATA.",0,0,1,Nato Attack,2012,9_1_2012
September-17,Khyber Agency,"A group of masked militants opened firing on the container near Takhta Beg checkpost in Jamrud. However, the khasadars, posted at the checkpoint, reached the place and forced the assailants to flee.",0,0,0,Nato Attack,2012,9_1_2012
October-17,Khyber Agency,Unidentified militants blew up a NATO container with an IED explosion in Jamrud Bazaar in Kyber Agency.,0,0,0,Nato Attack,2012,10_1_2012
July-17,Khyber Agency,A NATO container was partially damaged when a magnet bomb exploded on the main Peshawar-Torkham Highway in Jamrud tehsil.,0,0,0,Nato Attack,2011,7_1_2011
August-17,Khyber Agency,A bomb blast by a time device partially damaged a NATO container and also caused minor injuries to the cleaner of the vehicle in Jamrud.,0,0,1,Nato Attack,2011,8_1_2011
July-17,Khyber Agency,"Unidenfied militants opened fire on a NATO oil tanker in the Jamrud town of Khyber Agency, killing the driver and injuring his helper.",1,0,1,Nato Attack,2011,7_1_2011
June-17,Khyber Agency,"Four oil tankers carrying fuel for Afghanistan-based NATO forces, and part of a filling station were set ablaze by unidentified militants on the Grand Trunk Road near Kala Mandai in Khyber Pakhtunkhwa following an explosion. No casualty was reported in the incident.",0,0,0,Nato Attack,2010,6_1_2010
March-17,Balochistan,"The driver of a container, carrying military hardware for NATO forces stationed in Afghanistan, suffered bullet injuries when unidentified assailants attacked the container near Kalat District",0,0,1,Nato Attack,2011,3_1_2011
October-17,Balochistan,A container carrying supplies for NATO forces deployed in Afghanistan was attacked by unidentified armed militants in Kalat District of Balochistan.,0,0,0,Nato Attack,2012,10_1_2012
July-17,Balochistan,Two persons were injured when unidentified militants opened fire at a container carrying goods for NATO forces in Afghanistan near Kalat in Balochistan.,0,0,2,Nato Attack,2010,7_1_2010
December-17,Balochistan,"A NATO oil tanker, carrying fuel for NATO forces in Afghanistan, was set ablaze in Kalat District of Balochistan.",0,0,0,Nato Attack,2010,12_1_2010
January-17,Balochistan,Two persons were injured when unidentified militants set ablaze NATO containers in two separate incidents in Mastung and Kalat District of Balochistan.,0,0,2,Nato Attack,2011,1_1_2011
January-17,FATA,One soldier was killed and five others injured in a rocket attack on a mosque of military centre in Kalaya area of Orakzai Agency in FATA. The militants fired two rockets at mosque in the Military Headquarters when Friday prayer was underway.,1,0,5,Mosque,2015,1_1_2015
July-17,Khyber Agency,"Unidentified militants killed a pro-Government tribal elder, Arbab Khan of Kamarkhel tribe, on charges of spying in Bara tehsil of Khyber Agency.",1,0,0,Tribal Area Attack,2012,7_25_2012
February-17,Balochistan,Unidentified assailants shot dead tribal elder and Khuzdar Traders Union former President Muhammad Ramzan Zehri and injured his companion Ahmed Khan in Kanak area of Khuzdar District.,1,0,1,Tribal Area Attack,2012,2_2_2012
June-17,Karachi,"A homeopathic Ahmadi doctor, identified as Dr Chaudhry Abdul Khaleeq (50), was shot dead in his clinic in the Abul Hasan Isphani area of Sikander Goth in Gulshan-e-Iqbal Town of Karachi, the provincial capital of Sindh.",1,0,0,secretarian shia attack,2016,6_1_2016
February-17,Karachi,"Two persons, including the administrator of a seminary Qari Ali Hassan and his son were shot dead outside a seminary located at Abul Hassan Isphahani Road in Gulshan-e-Iqbal Town of Karachi in Sindh.",2,0,0,secretarian shia attack,2013,2_1_2013
January-17,Karachi,"Caretaker, identified as Akbar Hussain (30) of an Imambargah, was shot dead when unidentified militants opened fire at him in Ajmer Nagri area of North Karachi in New Karachi Town of Karachi in Sindh.",1,0,0,secretarian shia attack,2013,1_1_2013
February-17,Karachi,"Two people, including an Ismaili Shia, identified as Karim Hashwani, and his driver, Nawaz (45), were shot dead in a sectarian attack at Ali Garden in North Nazimabad Town of Karachi, the provincial capital of Sindh.",2,0,0,secretarian shia attack,2015,2_1_2015
September-17,Karachi,At least two devotees were shot dead while four others were injured in an attack on Astana Zinda Pir shrine in Korangi Town of Karachi.,2,0,4,secretarian shia attack,2015,9_1_2015
March-17,Karachi,ASWJ militants killed two Shia Bohras and injured four others in a sectarian attack in Bahadurabad area of Gulshan Town in Karachi.,2,0,4,secretarian shia attack,2015,3_1_2015
September-17,Karachi,"A supporter of the ASWJ, identified as Malik Fayyaz (50), was shot dead by unidentified assailants in Baldia Town of Karachi (Karachi District), the provincial capital of Sindh.",1,0,0,secretarian shia attack,2013,9_1_2013
June-17,Karachi,"A trader from Shia community, identified as Sajid Ali Jafri (38), was shot dead by unidentified assailants in Bangoria Goth of Azizabad area in Karachi.",1,0,0,secretarian shia attack,2013,6_1_2013
August-17,Karachi,40-year-old Abbas Haider Zaidi was travelling in a car when four assailants riding two motorcycles intercepted him at the Kamal petrol pump near Bara Board in the Pak Colony area of Karachi and fired at him. Police said it's a sectarian attack.,1,0,0,secretarian shia attack,2013,8_1_2013
September-17,Karachi,"A prominent Shia leader, identified as Allama Ali Akbar Kumaili and his guard were shot dead by unidentified assailants near Bhangoria Goth in Azizabad area of Karachi.",2,0,0,secretarian shia attack,2013,9_1_2013
October-17,Karachi,"A trustee of an Imambargah and a senior office-bearer of private schools association, Mansoor Zaidi, was shot dead while his son was critically injured in a suspected sectarian attack by unidentified assailants outside their home in Block-8 area of Gulistan-e-Jauhar area in Karachi, the provincial capital of Sindh.",1,0,1,secretarian shia attack,2016,10_1_2016
April-17,Karachi,"A bomb explosion took place on the Chaudhry Khalique-uz-Zaman Road in Gizri area of Karachi, the provincial capital of Sindh, leaving six persons, including a woman, dead and 30 others injured.",6,0,30,secretarian shia attack,2013,4_1_2013
